name,price,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,brand,has_integrated_graphics,socket,price_is_predicted
Intel Core i9-7900X,449.95,10,3.3,4.5,Skylake,140,,Intel,False,LGA1151,False
Intel Core i5-2400S,214.76,4,2.5,2.5,Sandy Bridge,65,Intel HD Graphics 2000,Intel,True,LGA1155,False
Intel Xeon E3-1275 V2,208.86227587533324,4,3.5,3.5,Ivy Bridge,77,Intel HD Graphics P4000,Intel,True,LGA1155,True
Intel Pentium G2030,60.57133023275435,2,3.0,3.0,Ivy Bridge,55,Intel HD Graphics,Intel,True,LGA1155,True
Intel Xeon E5-2670,184.91228979889695,8,2.6,3.3,Sandy Bridge,115,,Intel,False,LGA1155,True
Intel Xeon E5-2650 V3,219.4219365473282,10,2.3,3.0,Haswell,105,,Intel,False,LGA1150,True
Intel Core i9-7980XE,1051.2775839747405,18,2.6,4.4,Skylake,165,,Intel,False,LGA1151,True
AMD Phenom II X4 955 Black,126.18508334971911,4,3.2,3.2,K10,125,,AMD,False,AM3,True
AMD A10-5800K,112.4133699835833,4,3.8,3.8,Piledriver,100,Radeon HD 7660D,AMD,True,FM2+,True
AMD FX-9590,278.5444842133018,8,4.7,5.0,Piledriver,220,,AMD,False,FM2+,True
Intel Xeon E5-2650L V2,133.75534469295076,10,1.7,2.1,Ivy Bridge,70,,Intel,False,LGA1155,True
Intel Xeon E5-2640 V3,165.14330407055587,8,2.6,3.4,Haswell,90,,Intel,False,LGA1150,True
Intel Core i5-7640X,188.88,4,4.0,4.2,Kaby Lake,112,,Intel,False,LGA1151,False
AMD A6-9500,72.38076839351906,2,3.5,3.8,Excavator,65,Radeon R5 (on die),AMD,True,FM2+,True
Intel Core 2 Quad Q9550,165.51,4,2.83,2.83,Yorkfield,95,,Intel,False,LGA775,False
Intel Xeon E5-1680 V3,404.09,8,3.2,3.8,Haswell,140,,Intel,False,LGA1150,False
AMD A12-9800E,142.82,4,3.1,3.8,Excavator,35,Radeon R7 (on-die),AMD,True,FM2+,False
Intel Core i3-9300,240.13,4,3.7,4.3,Coffee Lake Refresh,62,Intel UHD Graphics 630,Intel,True,LGA1151,False
Intel Core i3-540,98.95,2,3.06,3.06,Westmere,73,Intel HD Graphics,Intel,True,LGA1156,False
AMD Athlon II X2 250,50.30202857105188,2,3.0,3.0,K10,65,,AMD,False,AM3,True
Intel Core i5-2300,73.61082307087378,4,2.8,2.8,Sandy Bridge,95,Intel HD Graphics 2000,Intel,True,LGA1155,True
AMD A6-3670K,76.29755949624422,4,2.7,2.7,Lynx,100,Radeon HD 6530D,AMD,True,LGA1156,True
Intel Xeon E3-1240 V3,264.2795425069876,4,3.4,3.8,Haswell,80,,Intel,False,LGA1150,True
Intel Xeon E5-2695 V2,381.5450118363178,12,2.4,3.2,Ivy Bridge,115,,Intel,False,LGA1155,True
Intel Xeon E3-1270 V5,319.08665378346603,4,3.6,4.0,Skylake,80,,Intel,False,LGA1151,True
AMD A10-7890K,139.8024195284479,4,4.1,4.3,Steamroller,95,Radeon R7 (on-die),AMD,True,FM2+,True
Intel Core i5-4460S,125.25464755259802,4,2.9,3.4,Haswell Refresh,65,Intel HD Graphics 4000,Intel,True,LGA1150,True
Intel Core i3-8300,139.80968962455503,4,3.7,3.7,Coffee Lake,62,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Core i3-8100T,119.36243526623247,4,3.1,3.1,Coffee Lake,35,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Core i7-9700T,310.79063616543345,8,2.0,4.3,Coffee Lake Refresh,35,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Pentium G630,30.74,2,2.7,2.7,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,False
Intel Xeon E5-2650L,129.94,8,1.8,2.3,Sandy Bridge,70,,Intel,False,LGA1155,False
Intel Core i7-5930K,529.95,6,3.5,3.7,Haswell,140,,Intel,False,LGA1150,False
AMD Athlon II X4 640,74.79,4,3.0,3.0,K10,95,,AMD,False,AM3,False
Intel Core i5-2310,78.4265936653,4,2.9,2.9,Sandy Bridge,95,Intel HD Graphics 2000,Intel,True,LGA1155,True
AMD FX-9370,216.59,8,4.4,4.7,Piledriver,220,,AMD,False,FM2+,False
Intel Xeon E5-2650 V2,165.3756111777641,8,2.6,3.4,Ivy Bridge,95,,Intel,False,LGA1155,True
Intel Xeon E-2236,452.02,6,3.4,4.8,Coffee Lake Refresh,80,,Intel,False,LGA1151,False
AMD A10-7870K,116.98614818944971,4,3.9,4.1,Steamroller,95,Radeon R7 (on-die),AMD,True,FM2+,True
Intel Core i7-4790T,149.88,4,2.7,3.9,Haswell Refresh,45,,Intel,False,LGA1150,False
AMD A12-9800,89.96275400767702,4,3.8,4.2,Excavator,65,Radeon R7 (on-die),AMD,True,FM2+,True
Intel Core 2 Quad Q8400,84.95,4,2.66,2.66,Yorkfield,95,,Intel,False,LGA775,False
AMD FX-8120,205.98431686901046,8,3.1,3.1,Bulldozer,125,,AMD,False,FM2,True
Intel Xeon E3-1270 V2,211.7285451366555,4,3.5,3.5,Ivy Bridge,69,,Intel,False,LGA1155,True
AMD Opteron 6378,680.7505641555545,16,2.4,3.3,Piledriver,115,,AMD,False,FM2+,True
Intel Celeron G3900,39.0,2,2.8,2.8,Skylake,51,Intel HD Graphics 510,Intel,True,LGA1151,False
AMD Athlon X4 950,89.88111432152522,4,3.5,3.8,Excavator,65,,AMD,False,FM2+,True
Intel Celeron 430,59.95,1,1.8,1.8,Core,35,,Intel,False,LGA775,False
Intel Xeon E5-1650 V2,235.03,6,3.5,3.9,Ivy Bridge,130,,Intel,False,LGA1155,False
Intel Core i7-880,106.56209364494997,4,3.06,3.06,Nehalem,95,,Intel,False,LGA1156,True
Intel Core i5-3340,278.02,4,3.1,3.3,Ivy Bridge,77,Intel HD Graphics 2500,Intel,True,LGA1155,False
Intel Xeon E5-2690 V3,532.8606950370138,12,2.6,3.5,Haswell,135,,Intel,False,LGA1150,True
Intel Core i5-7600,135.05731203214262,4,3.5,4.1,Kaby Lake,65,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Xeon E5-2650L V4,596.6766481827347,14,1.7,2.5,Broadwell,65,,Intel,False,LGA1150,True
AMD Ryzen 7 2700,157.43145696962222,8,3.2,4.1,Zen+,65,,AMD,False,AM4,True
Intel Core i5-4590T,86.39968233055322,4,2.0,2.0,Haswell Refresh,35,Intel HD Graphics 4000,Intel,True,LGA1150,True
Intel Pentium Gold G5400T,90.0,2,3.1,3.1,Coffee Lake,35,Intel UHD Graphics 610,Intel,True,LGA1151,False
Intel Xeon E5-2698 V3,569.3944130303327,16,2.3,3.6,Haswell,135,,Intel,False,LGA1150,True
AMD A6-9500E,73.40993906380379,2,3.0,3.4,Excavator,35,Radeon R5 (on die),AMD,True,FM2+,True
Intel Celeron 420,73.14189084996228,1,1.6,1.6,Core,35,,Intel,False,LGA775,True
Intel Core 2 Duo E4300,75.0,2,1.8,1.8,Core,65,,Intel,False,LGA775,False
Intel Core 2 Duo E8600,97.768184691318,2,3.33,3.33,Wolfdale,65,,Intel,False,LGA775,True
AMD Sempron 140,38.33453613785577,1,2.7,2.7,K10,45,,AMD,False,AM3,True
AMD FX-8150,161.24289074283197,8,3.6,3.6,Bulldozer,125,,AMD,False,FM2,True
Intel Xeon E3-1220 V2,141.43991357173093,4,3.1,3.1,Ivy Bridge,69,,Intel,False,LGA1155,True
Intel Core i3-4330,75.13046534099557,2,3.5,3.5,Haswell,54,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Xeon E3-1245 V3,143.50956257610565,4,3.4,3.8,Haswell,84,Intel HD Graphics P4600,Intel,True,LGA1150,True
Intel Xeon E5-2687W V3,605.9563701048323,10,3.1,3.5,Haswell,160,,Intel,False,LGA1150,True
Intel Core i3-6100T,149.94,2,3.2,3.2,Skylake,35,Intel HD Graphics 530,Intel,True,LGA1151,False
Intel Xeon E5-2620 V4,206.70582692361285,8,2.1,3.0,Broadwell,85,,Intel,False,LGA1150,True
Intel Core i9-7940X,1160.7508100334942,14,3.1,4.4,Skylake,165,,Intel,False,LGA1151,True
Intel Core i9-9900X,536.3970923478888,10,3.5,4.4,Skylake,165,,Intel,False,LGA1151,True
AMD Athlon 3000G (14nm),80.30780253776223,2,3.5,3.5,Zen,35,Radeon Vega 3,AMD,True,AM4,True
Intel Xeon E3-1220 V3,149.94,4,3.1,3.5,Haswell,80,,Intel,False,LGA1150,False
AMD Athlon II X4 635,58.02,4,2.9,2.9,K10,95,,AMD,False,AM3,False
Intel Core i7-980,356.02,6,3.333,3.333,Westmere,130,,Intel,False,LGA1156,False
AMD FX-8370,317.33,8,4.0,4.3,Piledriver,125,,AMD,False,FM2+,False
Intel Core i7-6800K,189.95,6,3.4,3.6,Broadwell,140,,Intel,False,LGA1150,False
Intel Pentium E2160,49.0,2,1.8,1.8,Core,65,,Intel,False,LGA775,False
Intel Core i5-3450S,85.0,4,2.8,2.8,Ivy Bridge,65,Intel HD Graphics 2500,Intel,True,LGA1155,False
Intel Xeon E3-1245 V6,435.16,4,3.7,4.1,Kaby Lake,73,Intel HD Graphics P630,Intel,True,LGA1151,False
AMD Phenom II X4 945,80.19426991285329,4,3.0,3.0,K10,125,,AMD,False,AM3,True
Intel Pentium E5300,86.24,2,2.6,2.6,Wolfdale,65,,Intel,False,LGA775,False
Intel Core i7-930,148.72,4,2.8,2.8,Nehalem,130,,Intel,False,LGA1156,False
Intel Core 2 Quad Q9300,219.0,4,2.5,2.5,Yorkfield,95,,Intel,False,LGA775,False
AMD A8-5500,90.62740316450687,4,3.2,3.2,Piledriver,65,Radeon HD 7560D,AMD,True,FM2+,True
AMD Athlon X2 370K,76.07190004653765,2,4.2,4.2,Piledriver,65,,AMD,False,FM2+,True
Intel Core i5-4690K,136.236224941555,4,3.5,3.9,Haswell Refresh,88,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Xeon E3-1271 V3,277.7536696746715,4,3.6,4.0,Haswell Refresh,80,,Intel,False,LGA1150,True
Intel Xeon E5-1650,256.15615155264976,6,3.2,3.8,Sandy Bridge,130,,Intel,False,LGA1155,True
Intel Xeon E5-2637 V3,219.05853617419294,4,3.5,3.7,Haswell,135,,Intel,False,LGA1150,True
Intel Core i5-6400T,198.03806814255015,4,2.2,2.8,Skylake,35,Intel HD Graphics 530,Intel,True,LGA1151,True
Intel Xeon E3-1230 V6,278.25326028432477,4,3.5,3.9,Kaby Lake,72,,Intel,False,LGA1151,True
Intel Core i7-875K,180.0,4,2.93,2.93,Nehalem,95,,Intel,False,LGA1156,False
AMD Phenom II X4 955,126.18508334971911,4,3.2,3.2,K10,125,,AMD,False,AM3,True
Intel Celeron G440,59.397812527016555,1,1.6,1.6,Sandy Bridge,35,Intel HD Graphics,Intel,True,LGA1155,True
AMD A8-5600K,102.49618073221181,4,3.6,3.6,Piledriver,100,Radeon HD 7560D,AMD,True,FM2+,True
AMD A6-5400K,67.27474360341849,2,3.6,3.6,Piledriver,65,Radeon HD 7540D,AMD,True,FM2+,True
Intel Core i3-3210,159.0,2,3.2,3.2,Ivy Bridge,55,Intel HD Graphics 2500,Intel,True,LGA1155,False
Intel Xeon E5-2670 V2,198.4105569948556,10,2.5,3.3,Ivy Bridge,115,,Intel,False,LGA1155,True
Intel Core i5-4440S,126.60428075621964,4,2.8,3.3,Haswell,65,Intel HD Graphics 4600,Intel,True,LGA1150,True
AMD 3850,81.48380501200559,4,1.3,1.3,Jaguar,25,Radeon HD 8280,AMD,True,AM1,True
Intel Core i5-7400T,78.02,4,2.4,3.0,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,False
Intel Core i7-7700T,213.2851631969884,4,2.9,3.8,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Xeon E-2278G,783.6334609750293,8,3.4,5.0,Coffee Lake Refresh,80,Intel HD Graphics P630,Intel,True,LGA1151,True
AMD Ryzen 3 1200 (12nm),78.81122609855362,4,3.1,3.4,Zen+,65,,AMD,False,AM4,True
AMD A10-5800K,78.02,4,3.8,3.8,Piledriver,100,Radeon HD 7660D,AMD,True,FM2+,False
Intel Core i7-870,195.02,4,2.93,2.93,Nehalem,95,,Intel,False,LGA1156,False
Intel Core 2 Quad Q9550S,259.64,4,2.83,2.83,Yorkfield,65,,Intel,False,LGA775,False
Intel Core i3-2100T,64.63,2,2.5,2.5,Sandy Bridge,35,Intel HD Graphics 2000,Intel,True,LGA1155,False
Intel Xeon E5-2603 V3,135.0,6,1.6,1.6,Haswell,85,,Intel,False,LGA1150,False
Intel Xeon E5-2609 V4,317.6371070770425,8,1.7,1.7,Broadwell,85,,Intel,False,LGA1150,True
Intel Core 2 Quad Q6600,94.97,4,2.4,2.4,Core,100,,Intel,False,LGA775,False
Intel Core i3-550,129.94,2,3.2,3.2,Westmere,73,Intel HD Graphics,Intel,True,LGA1156,False
AMD Phenom II X6 1075T,112.89649897360715,6,3.0,3.0,K10,95,,AMD,False,AM3,True
AMD Phenom II X4 940 Black,80.19426991285329,4,3.0,3.0,K10,125,,AMD,False,AM3,True
Intel Pentium E5800,100.91281892007984,2,3.2,3.2,Wolfdale,65,,Intel,False,LGA775,True
Intel Core i3-2130,92.0,2,3.4,3.4,Sandy Bridge,65,Intel HD Graphics 2000,Intel,True,LGA1155,False
Intel Pentium G3240,62.690379745203415,2,3.1,3.1,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
AMD A4-7300,69.66057103374844,2,3.8,4.0,Piledriver,65,Radeon HD 8470D,AMD,True,FM2+,True
Intel Xeon E3-1240 V5,319.08665378346603,4,3.5,3.9,Skylake,80,,Intel,False,LGA1151,True
AMD A10-7860k,89.65160753957542,4,3.6,4.0,Steamroller,65,Radeon R7 (on-die),AMD,True,FM2+,True
Intel Core i3-6098P,59.0,2,3.6,3.6,Skylake,54,Intel HD Graphics 510,Intel,True,LGA1151,False
Intel Xeon E3-1285 V6,989.95,4,4.1,4.5,Kaby Lake,79,Intel HD Graphics 630,Intel,True,LGA1151,False
AMD Athlon 200GE,93.0907285825857,2,3.2,3.2,Zen,35,Radeon Vega 3,AMD,True,AM4,True
Intel Core i9-9940X,998.95,14,3.3,4.4,Skylake,165,,Intel,False,LGA1151,False
Intel Celeron G4900,73.0,2,3.1,3.1,Coffee Lake,65,Intel UHD Graphics 610,Intel,True,LGA1151,False
Intel Xeon E5-4650,224.19970869366404,8,2.7,3.3,Sandy Bridge,130,,Intel,False,LGA1155,True
AMD Athlon II X4 620,53.55,4,2.6,2.6,K10,95,,AMD,False,AM3,False
Intel Xeon E3-1245 V2,315.0,4,3.4,3.4,Ivy Bridge,77,Intel HD Graphics P4000,Intel,True,LGA1155,False
Intel Xeon E5-2687W V2,375.7075911684052,8,3.4,4.0,Ivy Bridge,150,,Intel,False,LGA1155,True
Intel Core i5-5675C,122.14376810975921,4,3.1,3.6,Broadwell,65,Iris Pro Graphics 6200,Intel,True,LGA1150,True
Intel Pentium E2140,99.0,2,1.6,1.6,Core,65,,Intel,False,LGA775,False
Intel Core 2 Duo E8400,98.95,2,3.0,3.0,Wolfdale,65,,Intel,False,LGA775,False
Intel Core i5-4690S,125.03261687931698,4,3.2,3.9,Haswell Refresh,65,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Pentium G3250,82.11747692526815,2,3.2,3.2,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
Intel Core i5-6600T,179.95,4,2.7,3.5,Skylake,35,Intel HD Graphics 530,Intel,True,LGA1151,False
Intel Xeon E3-1245 V5,314.77385910840405,4,3.5,3.9,Skylake,80,Intel HD Graphics P530,Intel,True,LGA1151,True
Intel Pentium G3260,82.11747692526815,2,3.3,3.3,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
Intel Xeon E-2176G,583.29,6,3.7,4.7,Coffee Lake,80,Intel HD Graphics P630,Intel,True,LGA1151,False
Intel Core 2 Duo E6400,74.9,2,2.13,2.13,Core,65,,Intel,False,LGA775,False
Intel Core i7-940,149.94,4,2.93,2.93,Nehalem,130,,Intel,False,LGA1156,False
AMD Athlon II X4 630,52.6,4,2.8,2.8,K10,95,,AMD,False,AM3,False
Intel Celeron G530,35.88,2,2.4,2.4,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,False
Intel Celeron G1610,49.0,2,2.6,2.6,Ivy Bridge,55,Intel HD Graphics,Intel,True,LGA1155,False
Intel Celeron G4930,129.69,2,3.2,3.2,Coffee Lake,54,Intel UHD Graphics 610,Intel,True,LGA1151,False
Intel Core 2 Quad Q8200,86.17795146441972,4,2.33,2.33,Yorkfield,95,,Intel,False,LGA775,True
AMD Athlon II X2 270,64.58445270822054,2,3.4,3.4,K10,65,,AMD,False,AM3,True
Intel Pentium G640T,89.0,2,2.4,2.4,Sandy Bridge,35,Intel HD Graphics,Intel,True,LGA1155,False
AMD A4-5300,68.39917748126871,2,3.4,3.4,Piledriver,65,Radeon HD 7480D,AMD,True,FM2+,True
AMD A8-6500,81.47564317332197,4,3.5,3.5,Piledriver,65,Radeon HD 8570D,AMD,True,FM2+,True
AMD A10-6700,83.22,4,3.7,3.7,Piledriver,65,Radeon HD 8670D,AMD,True,FM2+,False
Intel Pentium G4560,81.51741214473921,2,3.5,3.5,Kaby Lake,54,Intel HD Graphics 610,Intel,True,LGA1151,True
AMD Threadripper 2970WX,943.3506465971755,24,3.0,4.2,Zen+,250,,AMD,False,AM4,True
Intel Core i9-9960X,1097.3372351431606,16,3.1,4.4,Skylake,165,,Intel,False,LGA1151,True
AMD A10-5700,72.51,4,3.4,3.4,Piledriver,65,Radeon HD 7660D,AMD,True,FM2+,False
Intel Core i3-6100,98.95,2,3.7,3.7,Skylake,51,Intel HD Graphics 530,Intel,True,LGA1151,False
Intel Celeron G4920,73.0,2,3.2,3.2,Coffee Lake,65,Intel UHD Graphics 610,Intel,True,LGA1151,False
Intel Core i5-750,81.90146499540214,4,2.66,2.66,Nehalem,95,,Intel,False,LGA1156,True
Intel Core 2 Quad Q9400,100.3282950047389,4,2.66,2.66,Yorkfield,95,,Intel,False,LGA775,True
AMD Phenom II X4 970 Black,121.73799238785882,4,3.5,3.5,K10,125,,AMD,False,AM3,True
AMD Phenom II X4 980 Black,141.23191872130602,4,3.7,3.7,K10,125,,AMD,False,AM3,True
Intel Pentium G620,53.16209924182555,2,2.6,2.6,Sandy Bridge,65,Intel HD Graphics,Intel,True,LGA1155,True
AMD Phenom II X6 1045T,90.21912342454903,6,2.7,2.7,K10,95,,AMD,False,AM3,True
AMD A4-4000,54.681299810404575,2,3.0,3.0,Piledriver,65,Radeon HD 7480D,AMD,True,FM2+,True
AMD Athlon X4 750K,104.20068529277646,4,3.4,3.4,Piledriver,100,,AMD,False,FM2+,True
Intel Pentium G3420,71.73,2,3.2,3.2,Haswell,54,Intel HD Graphics,Intel,True,LGA1150,False
Intel Core i3-4160T,60.66678727842017,2,3.1,3.1,Haswell Refresh,35,Intel HD Graphics 4400,Intel,True,LGA1150,True
Intel Xeon E5-2660 V3,215.0191318509538,10,2.6,3.3,Haswell,105,,Intel,False,LGA1150,True
AMD FX-8310,180.44243940846087,8,3.4,4.3,Piledriver,95,,AMD,False,FM2+,True
Intel Xeon E3-1230 V5,317.7867483822481,4,3.4,3.8,Skylake,80,,Intel,False,LGA1151,True
Intel Core i7-7820X,495.03,8,3.6,4.5,Skylake,140,,Intel,False,LGA1151,False
Intel Core i9-7920X,373.7777140266436,12,2.9,4.4,Skylake,140,,Intel,False,LGA1151,True
Intel Core i5-3570S,136.35615030568366,4,3.1,3.8,Ivy Bridge,65,Intel HD Graphics 2500,Intel,True,LGA1155,True
Intel Core i5-8600T,257.88654580054896,6,2.3,3.7,Coffee Lake,35,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Xeon E-2136,732.0,6,3.3,4.5,Coffee Lake,80,,Intel,False,LGA1151,False
Intel Celeron G3920,489.95,2,2.6,2.6,Skylake,35,Intel HD Graphics 510,Intel,True,LGA1151,False
Intel Core i5-8600,269.95,6,3.1,4.3,Coffee Lake,65,Intel UHD Graphics 630,Intel,True,LGA1151,False
Intel Core i3-3245,109.0,2,3.4,3.4,Ivy Bridge,55,Intel HD Graphics 4000,Intel,True,LGA1155,False
Intel Xeon E5-2630L V3,391.94,8,1.8,2.9,Haswell,55,,Intel,False,LGA1150,False
Intel Xeon E3-1230 V6,455.49,4,3.5,3.9,Kaby Lake,72,,Intel,False,LGA1151,False
AMD A10-9700E,132.71,4,3.0,3.5,Excavator,35,Radeon R7 (on-die),AMD,True,FM2+,False
Intel Xeon E-2274G,1098.95,4,4.0,4.9,Coffee Lake Refresh,83,Intel HD Graphics P630,Intel,True,LGA1151,False
Intel Core 2 Duo E4300,70.60932944104233,2,1.8,1.8,Core,65,,Intel,False,LGA775,True
Intel Core 2 Duo E4600,61.3806988272432,2,2.4,2.4,Core,65,,Intel,False,LGA775,True
Intel Core 2 Duo E8400,99.43,2,3.0,3.0,Wolfdale,65,,Intel,False,LGA775,False
Intel Core 2 Duo E8500,100.91281892007984,2,3.16,3.16,Wolfdale,65,,Intel,False,LGA775,True
Intel Core i7-920,98.85515466046887,4,2.66,2.66,Nehalem,130,,Intel,False,LGA1156,True
Intel Core i7-970,251.46955502537818,6,3.2,3.2,Westmere,130,,Intel,False,LGA1156,True
AMD Phenom II X4 965,124.83988387461608,4,3.4,3.4,K10,125,,AMD,False,AM3,True
Intel Pentium G2120,35.0,2,3.1,3.1,Ivy Bridge,55,Intel HD Graphics,Intel,True,LGA1155,False
Intel Core i3-3225,86.60100207793548,2,3.3,3.3,Ivy Bridge,55,Intel HD Graphics 4000,Intel,True,LGA1155,True
Intel Core i3-4130T,48.136602849829316,2,2.9,2.9,Haswell,35,Intel HD Graphics 4400,Intel,True,LGA1150,True
Intel Xeon E5-2687W,373.01243150540347,8,3.1,3.8,Sandy Bridge,150,,Intel,False,LGA1155,True
AMD FX-8370E,180.44243940846087,8,3.3,4.3,Piledriver,95,,AMD,False,FM2+,True
Intel Xeon E3-1265L V3,398.95,4,2.5,3.7,Haswell,45,Intel HD Graphics,Intel,True,LGA1150,False
Intel Xeon E3-1280 V6,562.0,4,3.9,4.2,Kaby Lake,72,,Intel,False,LGA1151,False
Intel Core i3-8300T,133.42888854804758,4,3.2,3.2,Coffee Lake,35,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Pentium Gold G5500,85.26556698326533,2,3.8,3.8,Coffee Lake,54,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Core i5-3330S,149.94,4,2.7,3.2,Ivy Bridge,65,Intel HD Graphics 2500,Intel,True,LGA1155,False
Intel Core i5-9400T,146.04814669388017,6,1.8,3.4,Coffee Lake Refresh,35,Intel UHD Graphics 630,Intel,True,LGA1151,True
Intel Pentium Gold G6605,117.6567286850184,2,4.3,4.3,Comet Lake,58,Intel UHD Graphics 630,Intel,True,LGA1200,True
Intel Core i9-10900K,392.69960115215207,10,3.7,5.3,Comet Lake,125,Intel UHD Graphics 630,Intel,True,LGA1200,True
Intel Core i3-4340,92.35,2,3.6,3.6,Haswell,54,Intel HD Graphics 4600,Intel,True,LGA1150,False
Intel Celeron G3930T,46.07,2,2.7,2.7,Kaby Lake,35,Intel HD Graphics 610,Intel,True,LGA1151,False
AMD Phenom II X4 925,55.686949021080224,4,2.8,2.8,K10,95,,AMD,False,AM3,True
Intel Pentium E6600,79.41199671294385,2,3.06,3.06,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E6700,103.95,2,2.66,2.66,Core,65,,Intel,False,LGA775,False
Intel Core 2 Duo E7200,169.95,2,2.53,2.53,Wolfdale,65,,Intel,False,LGA775,False
Intel Core 2 Quad Q6700,93.26943497505613,4,2.66,2.66,Core,100,,Intel,False,LGA775,True
Intel Core 2 Quad Q8300,100.32888427659687,4,2.5,2.5,Yorkfield,95,,Intel,False,LGA775,True
Intel Core 2 Extreme QX9650,206.41956985837695,4,3.0,3.0,Yorkfield,130,,Intel,False,LGA775,True
AMD FX-8100,142.06388947883818,8,2.8,2.8,Bulldozer,95,,AMD,False,FM2,True
Intel Core i5-2550K,167.99827152624053,4,3.4,3.4,Sandy Bridge,95,,Intel,False,LGA1155,True
AMD FX-6200,138.13335660804555,6,3.8,3.8,Bulldozer,125,,AMD,False,FM2,True
Intel Celeron G1840,48.49785662586775,2,2.8,2.8,Haswell Refresh,53,Intel HD Graphics,Intel,True,LGA1150,True
Intel Core i3-4370,79.5407367739731,2,3.8,3.8,Haswell Refresh,54,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Xeon E3-1276 V3,139.40794644623253,4,3.6,4.0,Haswell Refresh,84,Intel HD Graphics P4600,Intel,True,LGA1150,True
Intel Xeon E3-1246 V3,139.40794644623253,4,3.5,3.9,Haswell Refresh,84,Intel HD Graphics P4600,Intel,True,LGA1150,True
Intel Xeon E5-1620,225.05494596898924,4,3.6,3.8,Sandy Bridge,130,,Intel,False,LGA1155,True
Intel Xeon E5-2643 V3,229.95,6,3.4,3.7,Haswell,135,,Intel,False,LGA1150,False
Intel Core i7-4770T,99.33207934954032,4,2.5,2.5,Haswell,45,Intel HD Graphics 4600,Intel,True,LGA1150,True
Intel Core i3-6100T,112.2419855978034,2,3.2,3.2,Skylake,35,Intel HD Graphics 530,Intel,True,LGA1151,True
AMD Opteron 6320,269.0,8,2.8,3.3,Piledriver,115,,AMD,False,FM2+,False
Intel Xeon E5-2603 V4,449.95,6,1.7,1.7,Broadwell,85,,Intel,False,LGA1150,False
Intel Core i3-7300,86.50098528599796,2,4.0,4.0,Kaby Lake,51,Intel HD Graphics 630,Intel,True,LGA1151,True
Intel Xeon E5-2643 V4,929.95,6,3.4,3.7,Broadwell,135,,Intel,False,LGA1150,False
AMD Athlon X4 970,89.88111432152522,4,3.8,4.0,Excavator,65,,AMD,False,FM2+,True
AMD Ryzen 7 1800X,156.5670544847768,8,3.6,4.0,Zen,95,,AMD,False,AM4,True
AMD Threadripper 2920X,262.43879825530115,12,3.5,4.3,Zen+,180,,AMD,False,AM4,True
Intel Core i9-9920X,618.930896919384,12,3.5,4.4,Skylake,165,,Intel,False,LGA1151,True
Intel Core i3-10325,141.65348161560436,4,3.9,4.7,Comet Lake,65,Intel UHD Graphics 630,Intel,True,LGA1200,True
AMD EPYC 4484PX,401.01809201338153,12,4.4,5.6,Zen 4,120,Radeon,AMD,True,AM5,True
Intel Pentium Gold G5600,229.69,2,3.9,3.9,Coffee Lake,54,Intel UHD Graphics 630,Intel,True,LGA1151,False
Intel Celeron G5920,77.97255353917129,2,3.5,3.5,Comet Lake,58,Intel UHD Graphics 610,Intel,True,LGA1200,True
Intel Xeon E5-1660 V2,265.7214723183622,6,3.7,4.0,Ivy Bridge,130,,Intel,False,LGA1155,True
Intel Core i7-6900K,289.08,8,3.2,3.7,Broadwell,140,,Intel,False,LGA1150,False
Intel Core i5-7500T,199.95,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,Intel,True,LGA1151,False
AMD Phenom II X2 555 Black,101.18683429587352,2,3.2,3.2,K10,80,,AMD,False,AM3,True
Intel Pentium E2140,83.40062258160218,2,1.6,1.6,Core,65,,Intel,False,LGA775,True
Intel Pentium E5200,74.1754032421492,2,2.5,2.5,Wolfdale,65,,Intel,False,LGA775,True
Intel Core 2 Duo E6320,70.60932944104233,2,1.86,1.86,Core,65,,Intel,False,LGA775,True
Intel Core 2 Duo E7400,62.74964597262725,2,2.8,2.8,Wolfdale,65,,Intel,False,LGA775,True
Intel Pentium G6950,37.93,2,2.8,2.8,Westmere,73,Intel HD Graphics,Intel,True,LGA1156,False
